"","id","length","bottom_diam_x","bottom_diam_y","middle_diam_x","middle_diam_y","top_diam_x","top_diam_y","bend"
"38",38,3.01577891329419,2.14089571140207,2.13002897956543,0.140895711402074,0.130028979565432,-1.85910428859793,-1.86997102043457,0
"39",39,2.99046812775005,2.16254110044465,2.16628493514444,0.162541100444646,0.166284935144436,-1.83745889955535,-1.83371506485556,0
"40",40,2.9908727772488,2.19538344894105,2.19652616182348,0.195383448941049,0.196526161823478,-1.80461655105895,-1.80347383817652,0
"41",41,3.01440486636683,2.15261512697594,2.15589603365426,0.152615126975935,0.155896033654262,-1.84738487302406,-1.84410396634574,0
"42",42,3.01260023857194,2.13864115647673,2.14301334104419,0.138641156476734,0.143013341044189,-1.86135884352327,-1.85698665895581,0
"43",43,3.04181948875864,2.14233152784832,2.14033898870911,0.142331527848319,0.140338988709106,-1.85766847215168,-1.85966101129089,0
"44",44,2.97032285989713,2.12056573327285,2.1215565425121,0.120565733272852,0.121556542512104,-1.87943426672715,-1.8784434574879,0
"45",45,2.9949706362862,2.22817086402049,2.23238198113554,0.228170864020486,0.232381981135541,-1.77182913597951,-1.76761801886446,0
"46",46,2.97515565344789,2.08858474571847,2.09066674006779,0.088584745718466,0.0906667400677947,-1.91141525428153,-1.90933325993221,0
"47",47,2.96814070525915,2.2118313446709,2.22194602094053,0.211831344670903,0.221946020940528,-1.7881686553291,-1.77805397905947,0
"48",48,3.017574383264,2.21933143919747,2.21343903215784,0.21933143919747,0.213439032157841,-1.78066856080253,-1.78656096784216,0
"49",49,2.9824230829982,2.09182933647612,2.09294172476516,0.0918293364761203,0.0929417247651631,-1.90817066352388,-1.90705827523484,0
"50",50,3.03933678987469,2.21660503348356,2.21606658338774,0.21660503348356,0.216066583387744,-1.78339496651644,-1.78393341661226,0
"51",51,3.02308359745497,2.09869651279664,2.09544590599431,0.0986965127966354,0.0954459059943121,-1.90130348720336,-1.90455409400569,0
"52",52,2.99251152108607,2.09937749576866,2.10071498599671,0.0993774957686601,0.100714985996712,-1.90062250423134,-1.89928501400329,0
"53",53,2.99790944045288,2.06983575899576,2.07134419236467,0.0698357589957631,0.0713441923646705,-1.93016424100424,-1.92865580763533,0
"54",54,2.99778104286257,2.11913642758897,2.11821340599833,0.119136427588968,0.118213405998329,-1.88086357241103,-1.88178659400167,0
"55",55,2.98244115273678,2.19092051653289,2.19910116198404,0.190920516532886,0.199101161984043,-1.80907948346711,-1.80089883801596,0
"56",56,2.98691585806868,2.11182997611787,2.11175438984469,0.111829976117866,0.111754389844694,-1.88817002388213,-1.88824561015531,0
"57",57,2.98512950735673,2.11405225614968,2.11177530705021,0.114052256149684,0.111775307050207,-1.88594774385032,-1.88822469294979,0
"58",58,2.96485903425571,2.09508084675451,2.09248015622967,0.0950808467545049,0.0924801562296652,-1.90491915324549,-1.90751984377033,0
"59",59,3.00467249365247,2.10467375875406,2.10288973136843,0.104673758754064,0.102889731368427,-1.89532624124594,-1.89711026863157,0
"60",60,2.99673372361431,2.1474801396893,2.15032877430566,0.147480139689304,0.150328774305662,-1.8525198603107,-1.84967122569434,0
"61",61,3.03596697346415,2.2627195232815,2.26051853944516,0.262719523281499,0.260518539445157,-1.7372804767185,-1.73948146055484,0
"62",62,2.9837338578401,2.1239972594411,2.12351023115499,0.123997259441096,0.123510231154993,-1.8760027405589,-1.87648976884501,0
"63",63,3.02179707617899,2.10718147293875,2.11165332383179,0.107181472938752,0.111653323831788,-1.89281852706125,-1.88834667616821,0
"64",64,2.9868160469007,2.03727268896809,2.03670596605557,0.0372726889680856,0.0367059660555659,-1.96272731103191,-1.96329403394443,0
"65",65,2.99602335716498,2.19194377465423,2.18784370828445,0.191943774654226,0.187843708284448,-1.80805622534577,-1.81215629171555,0
"66",66,3.01539600915538,2.22302102672553,2.22508228737164,0.223021026725531,0.225082287371636,-1.77697897327447,-1.77491771262836,0
"67",67,3.01316775358599,2.10882530638918,2.10598400829318,0.108825306389184,0.105984008293181,-1.89117469361082,-1.89401599170682,0
"68",68,3.02339831175684,2.16195549719491,2.16884227942599,0.161955497194913,0.168842279425986,-1.83804450280509,-1.83115772057401,0
"69",69,2.99737923780903,2.10196467212678,2.10584534651368,0.101964672126782,0.10584534651368,-1.89803532787322,-1.89415465348632,0
"70",70,3.0103271731186,2.06520089754359,2.06202368616205,0.0652008975435879,0.0620236861620493,-1.93479910245641,-1.93797631383795,0
"71",71,2.99757696615225,2.25276450022732,2.2453549278035,0.252764500227322,0.245354927803501,-1.74723549977268,-1.7546450721965,0
"72",72,3.00516731782492,2.13249070744656,2.13232556615627,0.132490707446562,0.132325566156273,-1.86750929255344,-1.86767443384373,0
"73",73,2.98200069371618,2.19668028620338,2.19365124664726,0.196680286203383,0.193651246647258,-1.80331971379662,-1.80634875335274,0
"74",74,3.0060799792165,2.08642769277473,2.08897395690852,0.0864276927747273,0.0889739569085221,-1.91357230722527,-1.91102604309148,0
"75",75,2.99918016548399,2.10684547517089,2.10606747213862,0.106845475170888,0.106067472138623,-1.89315452482911,-1.89393252786138,0
"76",76,2.98295255550617,2.16969784289818,2.16785776727107,0.169697842898179,0.167857767271071,-1.83030215710182,-1.83214223272893,0
"77",77,2.99202997442323,2.09459151047157,2.09251758986186,0.0945915104715669,0.0925175898618639,-1.90540848952843,-1.90748241013814,0
"78",78,2.97919388762849,2.13517578008204,2.13604481097796,0.13517578008204,0.136044810977955,-1.86482421991796,-1.86395518902205,0
"79",79,2.98736198362054,2.17732684143175,2.18013765134158,0.177326841431753,0.180137651341578,-1.82267315856825,-1.81986234865842,0
"80",80,3.02683639823042,2.23151070480038,2.23108280426804,0.231510704800381,0.231082804268038,-1.76848929519962,-1.76891719573196,0
"81",81,2.99638501467789,2.08753825600039,2.08933321180884,0.0875382560003913,0.0893332118088372,-1.91246174399961,-1.91066678819116,0
"82",82,2.97153286314422,2.09729022110261,2.09686950412146,0.0972902211026088,0.0968695041214648,-1.90270977889739,-1.90313049587854,0
"83",83,2.97817369817465,2.20134480628845,2.20236581731188,0.201344806288449,0.20236581731188,-1.79865519371155,-1.79763418268812,0
"84",84,3.02986749271229,2.11240019591777,2.10945509543328,0.112400195917772,0.109455095433279,-1.88759980408223,-1.89054490456672,0
"85",85,3.02543477981942,2.14658793162332,2.14787381527311,0.146587931623318,0.147873815273107,-1.85341206837668,-1.85212618472689,0
"86",86,2.99198498464571,2.16833895463273,2.16358284676378,0.16833895463273,0.163582846763782,-1.83166104536727,-1.83641715323622,0
"87",87,3.011756781537,2.10190776936991,2.10209350451169,0.101907769369907,0.10209350451169,-1.89809223063009,-1.89790649548831,0
"88",88,2.99320595417894,2.14123173896743,2.13843396127841,0.141231738967425,0.13843396127841,-1.85876826103257,-1.86156603872159,0
"89",89,2.98470289185708,2.20028445238191,2.2003095335062,0.20028445238191,0.2003095335062,-1.79971554761809,-1.7996904664938,0
"90",90,3.03020216511708,2.11144736114794,2.11404720016768,0.111447361147937,0.114047200167679,-1.88855263885206,-1.88595279983232,0
"91",91,2.98722474342107,2.0993600529448,2.09879999535898,0.0993600529447955,0.0987999953589823,-1.9006399470552,-1.90120000464102,0
"92",92,2.97932829102951,2.05813710993857,2.05597656287314,0.0581371099385697,0.0559765628731416,-1.94186289006143,-1.94402343712686,0
"93",93,2.98733394554524,2.19222446220068,2.19839053810295,0.192224462200679,0.198390538102954,-1.80777553779932,-1.80160946189705,0
"94",94,3.01419209204543,2.07020485041671,2.07028928905644,0.0702048504167069,0.0702892890564414,-1.92979514958329,-1.92971071094356,0
"95",95,3.00395531690644,2.11542428322163,2.11722847051137,0.11542428322163,0.117228470511372,-1.88457571677837,-1.88277152948863,0
"96",96,3.01277297149529,2.07630452698838,2.0728082007206,0.0763045269883826,0.0728082007206035,-1.92369547301162,-1.9271917992794,0
"97",97,3.00477179897806,2.13316310756649,2.13694054340949,0.133163107566485,0.136940543409494,-1.86683689243351,-1.86305945659051,0
"98",98,3.01872031407498,2.21799118900401,2.22481654698119,0.21799118900401,0.224816546981189,-1.78200881099599,-1.77518345301881,0
"99",99,3.00874879998386,2.10697266755928,2.11101842166583,0.106972667559281,0.111018421665834,-1.89302733244072,-1.88898157833417,0
"100",100,2.96956233711488,2.18268812706767,2.19270934931956,0.182688127067672,0.192709349319562,-1.81731187293233,-1.80729065068044,0
"101",101,2.99572107365936,2.17243027865701,2.17747165789151,0.172430278657006,0.177471657891506,-1.82756972134299,-1.82252834210849,0
"102",102,2.99464360714036,2.11915104065123,2.11460086409254,0.11915104065123,0.114600864092535,-1.88084895934877,-1.88539913590746,0
"103",103,2.98444008314839,2.14074265599696,2.13908130189608,0.140742655996956,0.13908130189608,-1.85925734400304,-1.86091869810392,0
"104",104,3.02817276442689,2.10891124662807,2.11002192857466,0.108911246628069,0.110021928574655,-1.89108875337193,-1.88997807142534,0
"105",105,2.9919462751075,2.1255508625281,2.12508947064797,0.125550862528101,0.125089470647973,-1.8744491374719,-1.87491052935203,0
"106",106,2.99049182156519,2.17333655713902,2.17087910367473,0.173336557139017,0.170879103674734,-1.82666344286098,-1.82912089632527,0
"107",107,2.99894456008699,2.2543483437495,2.26613876184516,0.254348343749504,0.266138761845158,-1.7456516562505,-1.73386123815484,0
"108",108,3.03239143560601,2.1917525917821,2.19281732590035,0.191752591782101,0.192817325900355,-1.8082474082179,-1.80718267409965,0
"109",109,2.98697370014402,2.20063157358201,2.20404435383598,0.200631573582014,0.204044353835979,-1.79936842641799,-1.79595564616402,0
"110",110,3.00383704391056,2.15516449804999,2.15895698428945,0.155164498049987,0.15895698428945,-1.84483550195001,-1.84104301571055,0
"111",111,3.01447581729146,2.11409533362258,2.11382608328157,0.11409533362258,0.113826083281566,-1.88590466637742,-1.88617391671843,0
"112",112,2.99623598612818,2.16990238587951,2.16515470617985,0.169902385879509,0.165154706179847,-1.83009761412049,-1.83484529382015,0
"113",113,2.98880708247502,2.14248177258714,2.14218615557908,0.142481772587143,0.142186155579082,-1.85751822741286,-1.85781384442092,0
"114",114,2.97782729430399,2.16836601875041,2.16961743661243,0.168366018750406,0.169617436612425,-1.83163398124959,-1.83038256338757,0
"115",115,3.02939013209844,2.10257939189814,2.10216276967868,0.102579391898143,0.10216276967868,-1.89742060810186,-1.89783723032132,0
"116",116,2.99923993828769,2.17619037499733,2.17582462022152,0.176190374997333,0.17582462022152,-1.82380962500267,-1.82417537977848,0
"117",117,3.00700465675031,2.08728437534328,2.0857514816861,0.0872843753432759,0.0857514816860959,-1.91271562465672,-1.9142485183139,0
"118",118,2.97909891373391,2.08266607864081,2.0822942669025,0.0826660786408128,0.0822942669025023,-1.91733392135919,-1.9177057330975,0
"119",119,3.00407800165255,2.11033024773809,2.11007548523066,0.110330247738086,0.110075485230664,-1.88966975226191,-1.88992451476934,0
"120",120,2.97221045086942,2.17750145553278,2.17986399567762,0.177501455532785,0.179863995677618,-1.82249854446722,-1.82013600432238,0
"121",121,2.9700549731294,2.17040011656219,2.16388318980958,0.170400116562191,0.163883189809576,-1.82959988343781,-1.83611681019042,0
"122",122,3.04041907879663,2.1493422558251,2.1525434481933,0.1493422558251,0.152543448193298,-1.8506577441749,-1.8474565518067,0
"123",123,2.98907166255866,2.13646640669384,2.13680587441365,0.13646640669384,0.136805874413653,-1.86353359330616,-1.86319412558635,0
"124",124,3.01616323567673,2.09778953689078,2.09705568485482,0.0977895368907796,0.0970556848548233,-1.90221046310922,-1.90294431514518,0
"125",125,2.99754650124971,2.16562587139107,2.16349012414308,0.165625871391074,0.163490124143079,-1.83437412860893,-1.83650987585692,0
"126",126,2.99781168299112,2.13984326673133,2.13525945523227,0.139843266731328,0.135259455232268,-1.86015673326867,-1.86474054476773,0
"127",127,2.96371262085802,2.21619668732465,2.21673908646849,0.21619668732465,0.216739086468492,-1.78380331267535,-1.78326091353151,0
"128",128,2.97812841471987,2.21584951717597,2.21788524159156,0.215849517175967,0.217885241591555,-1.78415048282403,-1.78211475840844,0
"129",129,2.99364931069155,2.13565348060849,2.13895159974692,0.135653480608485,0.13895159974692,-1.86434651939152,-1.86104840025308,0
"130",130,3.0146505941506,2.20470508722914,2.19558134498983,0.204705087229143,0.195581344989826,-1.79529491277086,-1.80441865501017,0
"131",131,3.01316699465877,2.17482536025833,2.17839096984764,0.17482536025833,0.178390969847641,-1.82517463974167,-1.82160903015236,0
"132",132,3.00481334226249,2.19440194905493,2.20246234692188,0.194401949054932,0.202462346921879,-1.80559805094507,-1.79753765307812,0
"133",133,2.98483155222518,2.11535419797701,2.11610824725641,0.115354197977013,0.116108247256413,-1.88464580202299,-1.88389175274359,0
"134",134,2.9972774216944,2.19198434265195,2.18989079128593,0.191984342651948,0.189890791285933,-1.80801565734805,-1.81010920871407,0
"135",135,2.9621233734998,2.1901196695985,2.19108735595582,0.190119669598499,0.191087355955823,-1.8098803304015,-1.80891264404418,0
"136",136,2.97540036354673,2.2258249745688,2.22726205158281,0.225824974568796,0.227262051582806,-1.7741750254312,-1.77273794841719,0
"137",137,2.99031713040154,2.15213423137321,2.15450491868254,0.152134231373211,0.15450491868254,-1.84786576862679,-1.84549508131746,0
"138",138,3.01288983707872,2.1657260251508,2.15305431123312,0.165726025150795,0.153054311233125,-1.8342739748492,-1.84694568876688,0
"139",139,2.96660168405081,2.2119276225902,2.21561679692883,0.2119276225902,0.215616796928831,-1.7880723774098,-1.78438320307117,0
"140",140,3.02740633413239,2.10886510304025,2.1104435242851,0.108865103040252,0.110443524285105,-1.89113489695975,-1.8895564757149,0
"141",141,3.01240593589754,2.17030024373012,2.17208009480532,0.170300243730123,0.172080094805325,-1.82969975626988,-1.82791990519467,0
"142",142,3.00521775731979,2.27487313066764,2.25862947250111,0.274873130667641,0.258629472501112,-1.72512686933236,-1.74137052749889,0
"143",143,3.01886165752813,2.23864972783171,2.23323214088143,0.238649727831715,0.233232140881434,-1.76135027216829,-1.76676785911857,0
"144",144,2.99350034155526,2.03727551179672,2.03591372608642,0.0372755117967209,0.0359137260864203,-1.96272448820328,-1.96408627391358,0
"145",145,3.00482246826875,2.1732008078094,2.18042057618695,0.173200807809401,0.180420576186949,-1.8267991921906,-1.81957942381305,0
"146",146,3.0401359646652,2.13679711016575,2.12970612301188,0.136797110165748,0.129706123011877,-1.86320288983425,-1.87029387698812,0
"147",147,2.99148322876999,2.17970387130172,2.17507177916454,0.179703871301718,0.175071779164541,-1.82029612869828,-1.82492822083546,0
"148",148,2.95871667405714,2.23204009334425,2.23625013440747,0.232040093344245,0.23625013440747,-1.76795990665575,-1.76374986559253,0
"149",149,3.03493918361383,2.02690872992655,2.02568647047695,0.026908729926545,0.0256864704769503,-1.97309127007345,-1.97431352952305,0
"150",150,2.99518883622202,2.17447074163081,2.17175047060206,0.174470741630808,0.171750470602059,-1.82552925836919,-1.82824952939794,0
"151",151,3.00364826682224,2.09074536201918,2.08976840062876,0.0907453620191814,0.0897684006287618,-1.90925463798082,-1.91023159937124,0
"152",152,3.02044692001345,2.08010455284337,2.08008151966545,0.0801045528433716,0.08008151966545,-1.91989544715663,-1.91991848033455,0
"153",153,2.96887000523507,2.08675577975876,2.08944070545806,0.0867557797587605,0.0894407054580572,-1.91324422024124,-1.91055929454194,0
"154",154,3.02404865772636,2.1778885003699,2.18454286715448,0.177888500369904,0.184542867154479,-1.8221114996301,-1.81545713284552,0
"155",155,3.03891748330023,2.22092979654267,2.23272792674688,0.220929796542673,0.232727926746875,-1.77907020345733,-1.76727207325312,0
"156",156,2.99944318511135,2.18540514041279,2.1825825346975,0.185405140412795,0.1825825346975,-1.81459485958721,-1.8174174653025,0
"157",157,2.99290266648884,2.12833908975558,2.12234520294006,0.12833908975558,0.122345202940055,-1.87166091024442,-1.87765479705994,0
"158",158,2.99887285029738,2.13519167111831,2.1348603386329,0.135191671118308,0.134860338632902,-1.86480832888169,-1.8651396613671,0
"159",159,3.00988545701655,2.11972019456186,2.12118659220473,0.119720194561857,0.121186592204734,-1.88027980543814,-1.87881340779527,0
"160",160,2.96620783636923,2.11297346053076,2.11017651528455,0.112973460530757,0.110176515284549,-1.88702653946924,-1.88982348471545,0
"161",161,2.96711864688518,2.18064803988062,2.17776960541088,0.180648039880625,0.177769605410883,-1.81935196011938,-1.82223039458912,0
"162",162,3.01975579838018,2.20862971963755,2.20046358367312,0.208629719637549,0.20046358367312,-1.79137028036245,-1.79953641632688,0
"163",163,2.99261693497015,2.13232530665121,2.13212152585545,0.132325306651215,0.132121525855445,-1.86767469334879,-1.86787847414456,0
"164",164,2.99876264228806,2.15296066262762,2.1522639211733,0.152960662627616,0.1522639211733,-1.84703933737238,-1.8477360788267,0
"165",165,3.02715350049508,2.07042987786012,2.0721195773544,0.0704298778601171,0.072119577354397,-1.92957012213988,-1.9278804226456,0
"166",166,3.0388236770977,2.1519863012003,2.15157218279045,0.1519863012003,0.151572182790454,-1.8480136987997,-1.84842781720955,0
"167",167,2.98861405454287,2.16018095720798,2.16088471737005,0.160180957207983,0.160884717370051,-1.83981904279202,-1.83911528262995,0
"168",168,3.00055817703745,2.1602656144955,2.16428060400734,0.160265614495503,0.164280604007336,-1.8397343855045,-1.83571939599266,0
"169",169,2.94735725198567,2.08533154014682,2.0885269783664,0.085331540146823,0.088526978366398,-1.91466845985318,-1.9114730216336,0
"170",170,3.00054181996631,2.05090961542145,2.04875775554523,0.0509096154214456,0.0487577555452254,-1.94909038457855,-1.95124224445477,0
"171",171,2.99330385712843,2.10283116035268,2.09901563643321,0.102831160352681,0.0990156364332144,-1.89716883964732,-1.90098436356679,0
"172",172,2.98184575883425,2.09727904585705,2.09450401321901,0.0972790458570479,0.0945040132190051,-1.90272095414295,-1.90549598678099,0
"173",173,2.99582314377239,2.19069818001501,2.20191159259809,0.190698180015014,0.201911592598085,-1.80930181998499,-1.79808840740191,0
"174",174,3.0409425746787,2.21442006244059,2.21344952764196,0.214420062440592,0.213449527641958,-1.78557993755941,-1.78655047235804,0
"175",175,3.03610735716959,2.06812361236098,2.0631945651471,0.0681236123609781,0.0631945651470978,-1.93187638763902,-1.9368054348529,0
"176",176,3.00710373692735,2.01848055333343,2.01830380904029,0.0184805533334276,0.0183038090402901,-1.98151944666657,-1.98169619095971,0
"177",177,2.99813985153269,2.13723561193292,2.13992883875277,0.137235611932918,0.139928838752772,-1.86276438806708,-1.86007116124723,0
"178",178,2.99428576181671,2.14625709002764,2.14358673316756,0.146257090027644,0.143586733167563,-1.85374290997236,-1.85641326683244,0
"179",179,3.01086885823589,2.10737929834023,2.10778037407497,0.107379298340229,0.107780374074965,-1.89262070165977,-1.89221962592503,0
"180",180,3.02174713667079,2.21750932424499,2.21785802729294,0.217509324244985,0.217858027292942,-1.78249067575501,-1.78214197270706,0
"181",181,3.03912481735759,2.20116965918476,2.1999324807019,0.201169659184757,0.199932480701902,-1.79883034081524,-1.8000675192981,0
"182",182,3.03079267046476,2.17094179549452,2.17412167245014,0.170941795494522,0.174121672450135,-1.82905820450548,-1.82587832754986,0
"183",183,2.98078351626602,2.09390678766751,2.09679773761913,0.0939067876675151,0.0967977376191296,-1.90609321233248,-1.90320226238087,0
"184",184,2.99930458639205,2.08891489191447,2.08877336256606,0.0889148919144673,0.0887733625660636,-1.91108510808553,-1.91122663743394,0
"185",185,2.98688441843019,2.07976475393038,2.08587692746458,0.0797647539303814,0.0858769274645831,-1.92023524606962,-1.91412307253542,0
"186",186,2.94867557695726,2.21766907425514,2.21037985380321,0.217669074255143,0.210379853803214,-1.78233092574486,-1.78962014619679,0
"187",187,2.99716329403899,2.14690627504143,2.16184957095122,0.146906275041434,0.161849570951223,-1.85309372495857,-1.83815042904878,0
"188",188,3.00530732261513,2.12250428087023,2.12722809306224,0.122504280870233,0.127228093062243,-1.87749571912977,-1.87277190693776,0
"189",189,3.01360748983825,2.27765559568805,2.29126125245967,0.27765559568805,0.29126125245967,-1.72234440431195,-1.70873874754033,0
"190",190,2.97946507932898,2.18139267472751,2.179905609128,0.181392674727509,0.179905609128001,-1.81860732527249,-1.820094390872,0
"191",191,2.97597549968186,2.15073940431229,2.15139716276361,0.150739404312287,0.151397162763612,-1.84926059568771,-1.84860283723639,0
"192",192,3.02113980641629,2.25484373057436,2.26005073698267,0.254843730574365,0.260050736982667,-1.74515626942564,-1.73994926301733,0
"193",193,3.0322317746957,2.20800715684,2.21192271002736,0.208007156839995,0.211922710027356,-1.79199284316,-1.78807728997264,0
"194",194,2.98397586178072,2.28858250551703,2.28503642604209,0.288582505517029,0.285036426042088,-1.71141749448297,-1.71496357395791,0
"195",195,3.00641049326043,2.07292125974471,2.07402412086348,0.0729212597447067,0.0740241208634829,-1.92707874025529,-1.92597587913652,0
"196",196,2.98769639974331,2.04832704678744,2.04851723317688,0.0483270467874393,0.04851723317688,-1.95167295321256,-1.95148276682312,0
"197",197,3.01642053682768,2.14627315950089,2.14698646931915,0.146273159500893,0.146986469319153,-1.85372684049911,-1.85301353068085,0
"198",198,3.0116760008087,2.18328124718095,2.18138969514219,0.18328124718095,0.18138969514219,-1.81671875281905,-1.81861030485781,0
"199",199,3.00969400355441,2.18903584184762,2.19419171134843,0.189035841847618,0.194191711348433,-1.81096415815238,-1.80580828865157,0
"200",200,3.02806343784397,2.13100971356522,2.1280558857408,0.131009713565215,0.128055885740803,-1.86899028643478,-1.8719441142592,0
