"id","length","bottom_diam_x","bottom_diam_y","middle_diam_x","middle_diam_y","top_diam_x","top_diam_y","bend"
91,2.98,0.216,0.212,0.178,0.172,0.155,0.1,0
92,3.02,0.137,0.136,0.127,0.121,0.114,0.113,0
93,2.97,0.16,0.159,0.155,0.151,0.154,0.154,0
94,3.01,0.163,0.161,0.142,0.14,0.138,0.136,0.052
95,3,0.113,0.113,0.107,0.104,0.09,0.09,0
96,3.19,0.147,0.143,0.104,0.103,0.09,0.09,0.023
97,3.01,0.141,0.138,0.13,0.127,0.115,0.112,0
98,2.97,0.121,0.12,0.121,0.118,0.108,0.102,0
99,3.02,0.11,0.11,0.104,0.1,0.1,0.093,0
100,3,0.159,0.158,0.142,0.136,0.145,0.134,0.03
101,3.02,0.123,0.121,0.118,0.117,0.107,0.106,0.035
102,3.03,0.109,0.106,0.1,0.099,0.1,0.1,0
103,3.04,0.095,0.095,0.095,0.083,0.088,0.085,0
104,3.01,0.122,0.116,0.12,0.12,0.113,0.109,0
105,2.98,0.194,0.181,0.137,0.133,0.124,0.123,0.045
106,3,0.1,0.099,0.096,0.096,0.092,0.091,0
107,3.02,0.177,0.174,0.142,0.136,0.128,0.12,0.034
108,3.02,0.151,0.145,0.14,0.14,0.147,0.134,0
109,3.04,0.13,0.129,0.132,0.12,0.118,0.112,0
110,3,0.115,0.111,0.109,0.105,0.098,0.098,0
111,3.01,0.196,0.195,0.17,0.163,0.153,0.148,0.028
112,2.93,0.092,0.092,0.082,0.082,0.08,0.076,0
113,3.02,0.118,0.115,0.114,0.108,0.101,0.099,0
114,3,0.156,0.153,0.114,0.114,0.105,0.103,0.033
115,3,0.199,0.18,0.149,0.148,0.136,0.13,0
116,3,0.112,0.107,0.096,0.095,0.09,0.09,0
117,2.97,0.1,0.099,0.093,0.092,0.082,0.079,0
118,3.02,0.135,0.133,0.127,0.122,0.115,0.114,0
119,2.99,0.21,0.21,0.145,0.145,0.126,0.124,0.028
120,2.96,0.107,0.103,0.094,0.089,0.09,0.089,0
121,3.07,0.117,0.113,0.099,0.097,0.091,0.088,0
122,3,0.135,0.132,0.129,0.123,0.125,0.125,0.034
123,3.02,0.12,0.115,0.108,0.101,0.104,0.101,0.035
124,3,0.1787,0.176,0.127,0.126,0.11,0.11,0
125,3.02,0.127,0.12,0.123,0.121,0.113,0.11,0
126,3.02,0.133,0.129,0.117,0.113,0.103,0.103,0.045
127,2.94,0.104,0.103,0.098,0.091,0.091,0.088,0
128,2.99,0.108,0.107,0.106,0.101,0.095,0.091,0
129,3.07,0.11,0.107,0.103,0.102,0.098,0.093,0
130,3,0.135,0.126,0.14,0.14,0.115,0.114,0.05
131,3.02,0.137,0.134,0.107,0.101,0.092,0.09,0
132,3.03,0.129,0.12,0.119,0.118,0.11,0.107,0
133,3.03,0.133,0.128,0.123,0.121,0.12,0.117,0
134,3.01,0.119,0.117,0.112,0.111,0.103,0.103,0
135,3.01,0.11,0.109,0.105,0.1,0.096,0.062,0
136,3.01,0.13,0.12,0.121,0.112,0.107,0.105,0
137,3.01,0.19,0.17,0.149,0.135,0.114,0.113,0.05
138,3.05,0.103,0.095,0.096,0.093,0.093,0.09,0
139,3.11,0.126,0.124,0.1,0.099,0.094,0.09,0.06
140,3,0.132,0.125,0.11,0.108,0.104,0.1,0
141,3,0.14,0.14,0.112,0.105,0.101,0.096,0
142,3.1,0.101,0.095,0.09,0.09,0.085,0.08,0
143,3.01,0.219,0.218,0.17,0.169,0.153,0.151,0.031
144,3.01,0.152,0.15,0.151,0.147,0.146,0.14,0
145,3.01,0.123,0.121,0.114,0.113,0.105,0.102,0
146,3.03,0.146,0.139,0.136,0.134,0.133,0.13,0
147,2.98,0.164,0.135,0.123,0.111,0.11,0.11,0.064
148,3.02,0.132,0.121,0.123,0.119,0.11,0.107,0.044
149,3,0.106,0.106,0.108,0.108,0.093,0.09,0
150,2.93,0.105,0.103,0.098,0.09,0.083,0.083,0
151,3.02,0.12,0.116,0.114,0.111,0.114,0.103,0
152,3,0.106,0.104,0.104,0.103,0.099,0.098,0
153,3,0.177,0.171,0.143,0.137,0.131,0.125,0.031
154,3,0.161,0.16,0.127,0.114,0.119,0.117,0.052
155,2.81,0.132,0.117,0.104,0.102,0.096,0.094,0.058
156,3,0.114,0.113,0.11,0.103,0.102,0.095,0.037
157,3.07,0.109,0.101,0.1,0.096,0.087,0.084,0
158,2.99,0.141,0.133,0.136,0.133,0.137,0.134,0
159,3,0.133,0.116,0.13,0.117,0.122,0.115,0.032
160,3.01,0.104,0.103,0.102,0.1,0.098,0.097,0
161,3.01,0.182,0.174,0.145,0.145,0.127,0.123,0.055
162,2.99,0.124,0.112,0.112,0.101,0.114,0.104,0.026
163,3.11,0.099,0.098,0.096,0.092,0.098,0.09,0.02
164,3.02,0.127,0.12,0.12,0.114,0.118,0.108,0
165,3.01,0.152,0.149,0.118,0.118,0.11,0.11,0.043
166,2.99,0.179,0.173,0.16,0.159,0.144,0.135,0.042
167,3.02,0.134,0.131,0.125,0.123,0.114,0.113,0
168,3,0.157,0.153,0.153,0.144,0.147,0.141,0.032
169,3.02,0.143,0.14,0.139,0.135,0.127,0.126,0
170,3.02,0.143,0.139,0.116,0.11,0.113,0.109,0.038
171,3,0.202,0.198,0.175,0.167,0.151,0.15,0.035
172,3,0.108,0.105,0.098,0.093,0.087,0.084,0.08
173,3.01,0.213,0.202,0.164,0.164,0.144,0.143,0.045
174,3.03,0.146,0.144,0.14,0.139,0.133,0.13,0
175,3.02,0.121,0.116,0.106,0.106,0.096,0.094,0
176,3.03,0.135,0.13,0.128,0.125,0.117,0.116,0
177,3.01,0.17,0.146,0.134,0.12,0.115,0.108,0
178,3.03,0.107,0.094,0.092,0.09,0.085,0.079,0.032
179,3.03,0.122,0.117,0.113,0.112,0.103,0.095,0
180,3.02,0.148,0.136,0.114,0.106,0.1,0.098,0.03
181,3.17,0.084,0.082,0.075,0.074,0.072,0.072,0
182,3.02,0.111,0.11,0.095,0.093,0.09,0.088,0
183,2.98,0.115,0.114,0.093,0.093,0.085,0.083,0
184,3.05,0.122,0.121,0.098,0.098,0.09,0.083,0.036
185,3.09,0.097,0.093,0.082,0.082,0.08,0.07,0
186,3.03,0.137,0.135,0.132,0.128,0.12,0.119,0
187,3.04,0.117,0.11,0.102,0.1,0.093,0.093,0
188,3.02,0.15,0.15,0.12,0.114,0.116,0.111,0
189,3.03,0.153,0.152,0.143,0.14,0.135,0.134,0.034
190,3.02,0.13,0.108,0.111,0.11,0.106,0.106,0
191,3,0.114,0.113,0.107,0.105,0.099,0.081,0
192,3.03,0.21,0.2,0.16,0.159,0.148,0.147,0.031
193,3.09,0.123,0.122,0.112,0.112,0.115,0.112,0
194,3.15,0.1,0.099,0.087,0.087,0.094,0.091,0
195,3.03,0.173,0.171,0.135,0.13,0.12,0.106,0.056
196,3.04,0.112,0.112,0.106,0.105,0.102,0.1,0
197,3.04,0.145,0.143,0.124,0.121,0.112,0.111,0
198,3.03,0.216,0.204,0.226,0.216,0.14,0.104,0.09
199,3.03,0.099,0.096,0.091,0.09,0.09,0.087,0
200,3.04,0.104,0.103,0.102,0.102,0.098,0.095,0
201,3.04,0.097,0.097,0.093,0.092,0.09,0.084,0
202,3.03,0.15,0.138,0.11,0.11,0.112,0.11,0.055
203,3.12,0.096,0.092,0.09,0.085,0.08,0.073,0
204,3.05,0.143,0.14,0.12,0.114,0.11,0.108,0
205,3.17,0.14,0.134,0.1,0.095,0.1,0.095,0
206,3.05,0.112,0.112,0.109,0.108,0.1,0.095,0.08
207,3.03,0.15,0.147,0.12,0.119,0.112,0.11,0.04
208,3.03,0.113,0.111,0.105,0.099,0.098,0.096,0
209,3.05,0.098,0.092,0.096,0.094,0.093,0.09,0
210,3.04,0.151,0.146,0.127,0.127,0.112,0.11,0
211,3.04,0.156,0.154,0.13,0.129,0.108,0.108,0.043
212,3.03,0.15,0.146,0.117,0.111,0.11,0.1,0.038
213,3.03,0.111,0.106,0.102,0.102,0.098,0.096,0
214,3.05,0.104,0.103,0.102,0.102,0.105,0.1,0.034
215,3.04,0.115,0.113,0.11,0.109,0.106,0.104,0
216,3.04,0.121,0.118,0.122,0.113,0.13,0.108,0
217,3.04,0.172,0.163,0.14,0.139,0.138,0.138,0.045
218,3.06,0.108,0.103,0.097,0.094,0.087,0.083,0
219,3.02,0.188,0.186,0.143,0.14,0.117,0.115,0.058
220,2.99,0.11,0.109,0.106,0.104,0.099,0.098,0
221,3.02,0.124,0.112,0.12,0.116,0.114,0.112,0
222,3.03,0.135,0.135,0.129,0.126,0.13,0.12,0
223,2.98,0.128,0.125,0.128,0.12,0.11,0.108,0
224,3.12,0.111,0.111,0.099,0.097,0.084,0.08,0
225,3,0.171,0.168,0.149,0.146,0.123,0.122,0.041
226,3.01,0.179,0.179,0.149,0.148,0.137,0.134,0.034
227,2.97,0.218,0.205,0.165,0.143,0.146,0.138,0
228,3.01,0.144,0.14,0.142,0.13,0.138,0.133,0
229,3.21,0.136,0.124,0.105,0.104,0.089,0.084,0.051
230,3,0.121,0.12,0.115,0.111,0.115,0.115,0
231,3,0.129,0.129,0.133,0.131,0.13,0.123,0
232,3,0.174,0.165,0.123,0.114,0.112,0.104,0.041
233,3,0.111,0.105,0.105,0.101,0.1,0.097,0
234,2.95,0.095,0.092,0.09,0.089,0.085,0.083,0
235,2.95,0.09,0.087,0.09,0.087,0.087,0.086,0
236,3.01,0.17,0.168,0.15,0.144,0.13,0.127,0.028
237,2.92,0.101,0.099,0.09,0.089,0.083,0.081,0
238,2.93,0.141,0.138,0.11,0.109,0.094,0.093,0.049
239,3.03,0.159,0.155,0.113,0.11,0.099,0.095,0.07
240,3.03,0.117,0.112,0.106,0.106,0.099,0.098,0
241,3.02,0.128,0.127,0.125,0.122,0.116,0.114,0
242,3.01,0.193,0.19,0.189,0.184,0.175,0.16,0.031
243,2.98,0.171,0.162,0.168,0.155,0.156,0.15,0
244,3.11,0.14,0.134,0.105,0.099,0.089,0.088,0
245,3,0.111,0.11,0.106,0.104,0.098,0.095,0
246,2.97,0.147,0.143,0.134,0.133,0.128,0.125,0
247,3.01,0.111,0.11,0.106,0.101,0.09,0.09,0
248,2.99,0.274,0.268,0.229,0.206,0.193,0.19,0.074
249,3,0.184,0.182,0.133,0.13,0.112,0.112,0
250,3.02,0.127,0.124,0.127,0.12,0.118,0.115,0.029
251,3.01,0.143,0.14,0.133,0.125,0.13,0.126,0.024
252,2.97,0.199,0.196,0.156,0.155,0.145,0.144,0.07
253,3.06,0.108,0.099,0.102,0.1,0.094,0.093,0
254,3,0.185,0.177,0.135,0.133,0.125,0.124,0.054
255,3.06,0.116,0.115,0.097,0.095,0.091,0.089,0
256,2.98,0.13,0.128,0.115,0.109,0.113,0.112,0
257,3.3,0.145,0.141,0.121,0.113,0.11,0.107,0.056
258,2.91,0.117,0.114,0.095,0.092,0.079,0.078,0.04
259,3.01,0.116,0.115,0.109,0.108,0.093,0.092,0.032
260,3.02,0.19,0.178,0.159,0.157,0.144,0.139,0.046
261,3.12,0.1,0.099,0.088,0.088,0.076,0.075,0
262,3.01,0.13,0.123,0.121,0.117,0.112,0.109,0
263,3.03,0.12,0.115,0.108,0.105,0.1,0.1,0
264,3,0.157,0.15,0.128,0.126,0.114,0.113,0.025
265,3.02,0.144,0.138,0.143,0.14,0.13,0.129,0.08
266,3.02,0.129,0.115,0.11,0.109,0.104,0.103,0
267,2.99,0.117,0.11,0.104,0.101,0.096,0.093,0
268,2.97,0.097,0.095,0.09,0.086,0.079,0.078,0
269,3,0.149,0.143,0.129,0.126,0.114,0.112,0
270,3.02,0.2,0.195,0.132,0.126,0.113,0.112,0.074
271,3,0.105,0.095,0.105,0.094,0.087,0.084,0
272,3.01,0.114,0.113,0.112,0.105,0.101,0.099,0.028
273,2.8,0.124,0.123,0.095,0.094,0.083,0.081,0
274,3.01,0.133,0.132,0.1,0.099,0.091,0.09,0
275,3.01,0.133,0.128,0.124,0.123,0.115,0.111,0
276,2.98,0.173,0.171,0.137,0.132,0.128,0.121,0
277,3.01,0.159,0.15,0.13,0.13,0.122,0.12,0.023
278,3.03,0.108,0.106,0.102,0.101,0.094,0.092,0.025
279,3.03,0.116,0.113,0.112,0.11,0.106,0.106,0
280,3.01,0.153,0.15,0.141,0.138,0.131,0.129,0
281,2.99,0.112,0.112,0.103,0.101,0.094,0.093,0.022
282,3.03,0.13,0.126,0.124,0.118,0.123,0.12,0
283,3.02,0.157,0.152,0.112,0.111,0.108,0.099,0
284,3.05,0.093,0.091,0.088,0.083,0.075,0.073,0
285,3.01,0.109,0.108,0.105,0.104,0.096,0.092,0.033
286,3.04,0.1,0.095,0.093,0.089,0.086,0.082,0
287,3.02,0.129,0.128,0.126,0.115,0.108,0.105,0
288,3.01,0.184,0.173,0.149,0.148,0.142,0.142,0
289,3.03,0.108,0.105,0.099,0.097,0.094,0.093,0.023
290,3.02,0.14,0.14,0.133,0.126,0.119,0.118,0
291,3.01,0.17,0.16,0.139,0.135,0.147,0.147,0.019
292,3.03,0.17,0.16,0.125,0.124,0.115,0.113,0.038
293,3.01,0.146,0.145,0.139,0.139,0.135,0.133,0
294,3.02,0.142,0.141,0.125,0.124,0.118,0.116,0
295,3,0.125,0.121,0.113,0.112,0.111,0.11,0
296,3,0.202,0.195,0.167,0.145,0.149,0.142,0.035
297,3.02,0.15,0.15,0.109,0.107,0.093,0.082,0.06
298,2.98,0.21,0.196,0.165,0.161,0.145,0.134,0.028
299,2.9,0.087,0.086,0.088,0.081,0.088,0.081,0
300,3.03,0.116,0.115,0.109,0.107,0.099,0.093,0
