"settings_id","stem_file","iterations_number","pile_width","pile_height","pile_depth","n_sides","n_meshes","lateral_friction","spinning_friction","rolling_friction","restitution","bend_function","random_turn","drop_algorithm","intended.con"
20,"My200-0-0-03p025+09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",20
21,"My200-0-0-03p025+09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",21
22,"My200-0-0-03p025+12p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",22
23,"My200-0-0-03p025+12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",23
24,"My200-0-0-03p025+12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",24
25,"My200-0-0-03p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",25
26,"My200-0-0-03p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",26
27,"My200-0-0-03p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",27
28,"My200-0-0-03p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",28
29,"My200-0-0-03p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",29
30,"My200-0-0-03p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",30
31,"My200-0-0-06p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",31
32,"My200-0-0-06p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",32
33,"My200-0-0-06p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",33
34,"My200-0-0-06p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",34
35,"My200-0-0-06p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",35
36,"My200-0-0-06p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",36
37,"My200-0-0-06p025+09p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",37
38,"My200-0-0-06p025+09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",38
39,"My200-0-0-06p025+09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",39
40,"My200-0-0-06p025+12p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",40
41,"My200-0-0-06p025+12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",41
42,"My200-0-0-06p025+12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",42
43,"My200-0-0-06p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",43
44,"My200-0-0-06p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",44
45,"My200-0-0-06p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",45
46,"My200-0-0-06p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",46
47,"My200-0-0-06p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",47
48,"My200-0-0-06p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",48
49,"My200-0-0-09p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",49
50,"My200-0-0-09p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",50
51,"My200-0-0-09p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",51
52,"My200-0-0-09p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",52
53,"My200-0-0-09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",53
54,"My200-0-0-09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",54
55,"My200-0-0-09p025+12p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",55
56,"My200-0-0-09p025+12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",56
57,"My200-0-0-09p025+12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",57
58,"My200-0-0-09p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",58
59,"My200-0-0-09p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",59
60,"My200-0-0-09p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",60
61,"My200-0-0-09p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",61
62,"My200-0-0-09p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",62
63,"My200-0-0-09p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",63
64,"My200-0-0-12p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",64
65,"My200-0-0-12p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",65
66,"My200-0-0-12p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",66
67,"My200-0-0-12p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",67
68,"My200-0-0-12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",68
69,"My200-0-0-12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",69
70,"My200-0-0-12p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",70
71,"My200-0-0-12p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",71
72,"My200-0-0-12p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",72
73,"My200-0-0-12p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",73
74,"My200-0-0-12p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",74
75,"My200-0-0-12p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",75
76,"My200-0-0-18p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",76
77,"My200-0-0-18p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",77
78,"My200-0-0-18p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",78
79,"My200-0-0-18p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",79
80,"My200-0-0-18p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",80
81,"My200-0-0-18p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",81
82,"My200-0-0-18p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",82
83,"My200-0-0-18p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",83
84,"My200-0-0-18p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",84
85,"My200-0-0-18p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",85
86,"My200-0-0-18p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",86
87,"My200-0-0-18p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",87
88,"My200-0-0-siebzehn.csv.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",NA
89,"My200-0-0-siebzehn.csv.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",NA
90,"My200-0-0-siebzehn.csv.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",NA
91,"My200-0-1-0.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",88
92,"My200-0-1-0.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",89
93,"My200-0-1-0.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",90
94,"My200-0-1-03p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",91
95,"My200-0-1-03p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",92
96,"My200-0-1-03p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",93
97,"My200-0-1-03p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",94
98,"My200-0-1-03p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",95
99,"My200-0-1-03p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",96
100,"My200-0-1-03p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",97
101,"My200-0-1-03p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",98
102,"My200-0-1-03p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",99
103,"My200-0-1-03p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",100
104,"My200-0-1-03p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",101
105,"My200-0-1-03p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",102
106,"My200-0-1-06p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",103
107,"My200-0-1-06p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",104
108,"My200-0-1-06p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",105
109,"My200-0-1-06p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",106
110,"My200-0-1-06p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",107
111,"My200-0-1-06p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",108
112,"My200-0-1-06p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",109
113,"My200-0-1-06p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",110
114,"My200-0-1-06p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",111
115,"My200-0-1-06p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",112
116,"My200-0-1-06p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",113
117,"My200-0-1-06p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",114
118,"My200-0-1-09p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",115
119,"My200-0-1-09p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",116
120,"My200-0-1-09p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",117
121,"My200-0-1-09p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",118
122,"My200-0-1-09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",119
123,"My200-0-1-09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",120
124,"My200-0-1-09p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",121
125,"My200-0-1-09p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",122
126,"My200-0-1-09p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",123
127,"My200-0-1-09p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",124
128,"My200-0-1-09p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",125
129,"My200-0-1-09p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",126
130,"My200-0-1-12p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",127
131,"My200-0-1-12p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",128
132,"My200-0-1-12p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",129
133,"My200-0-1-12p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",130
134,"My200-0-1-12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",131
135,"My200-0-1-12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",132
136,"My200-0-1-12p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",133
137,"My200-0-1-12p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",134
138,"My200-0-1-12p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",135
139,"My200-0-1-12p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",136
140,"My200-0-1-12p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",137
141,"My200-0-1-12p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",138
142,"My200-0-1-18p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",139
143,"My200-0-1-18p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",140
144,"My200-0-1-18p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",141
145,"My200-0-1-18p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",142
146,"My200-0-1-18p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",143
147,"My200-0-1-18p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",144
148,"My200-0-1-18p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",145
149,"My200-0-1-18p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",146
150,"My200-0-1-18p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",147
151,"My200-0-1-18p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",148
152,"My200-0-1-18p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",149
153,"My200-0-1-18p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",150
154,"My200-0-2-0.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",151
155,"My200-0-2-0.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",152
156,"My200-0-2-0.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",153
157,"My200-0-2-03p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",154
158,"My200-0-2-03p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",155
159,"My200-0-2-03p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",156
160,"My200-0-2-03p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",157
161,"My200-0-2-03p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",158
162,"My200-0-2-03p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",159
163,"My200-0-2-03p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",160
164,"My200-0-2-03p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",161
165,"My200-0-2-03p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",162
166,"My200-0-2-03p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",163
167,"My200-0-2-03p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",164
168,"My200-0-2-03p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",165
169,"My200-0-2-06p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",166
170,"My200-0-2-06p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",167
171,"My200-0-2-06p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",168
172,"My200-0-2-06p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",169
173,"My200-0-2-06p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",170
174,"My200-0-2-06p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",171
175,"My200-0-2-06p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",172
176,"My200-0-2-06p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",173
177,"My200-0-2-06p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",174
178,"My200-0-2-06p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",175
179,"My200-0-2-06p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",176
180,"My200-0-2-06p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",177
181,"My200-0-2-09p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",178
182,"My200-0-2-09p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",179
183,"My200-0-2-09p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",180
184,"My200-0-2-09p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",181
185,"My200-0-2-09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",182
186,"My200-0-2-09p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",183
187,"My200-0-2-09p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",184
188,"My200-0-2-09p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",185
189,"My200-0-2-09p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",186
190,"My200-0-2-09p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",187
191,"My200-0-2-09p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",188
192,"My200-0-2-09p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",189
193,"My200-0-2-12p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",190
194,"My200-0-2-12p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",191
195,"My200-0-2-12p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",192
196,"My200-0-2-12p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",193
197,"My200-0-2-12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",194
198,"My200-0-2-12p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",195
199,"My200-0-2-12p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",196
200,"My200-0-2-12p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",197
201,"My200-0-2-12p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",198
202,"My200-0-2-12p100.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",199
203,"My200-0-2-12p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",200
204,"My200-0-2-12p100.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",201
205,"My200-0-2-18p012.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",202
206,"My200-0-2-18p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",203
207,"My200-0-2-18p012.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",204
208,"My200-0-2-18p025.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",205
209,"My200-0-2-18p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",206
210,"My200-0-2-18p025.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",207
211,"My200-0-2-18p050.csv",20,4,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"grid",208
212,"My200-0-2-18p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid",209
213,"My200-0-2-18p050.csv",20,12,2,3,30,12,0.45,0.45,0.45,0,"4th order poly",TRUE,"trapezoid-freeze",210
